play_id,game_id,yardline_100,down,ydstogo,yards_gained,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,epa,pass_attempt,touchdown,complete_pass,rusher,receiver,offense_formation,offense_personnel,route,defense_coverage_type,involved_player_position
68,2022_01_BAL_NYJ,78.0,1.0,10,19.0,,,,,left,end,1.4688192326575518,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
89,2022_01_BAL_NYJ,59.0,1.0,10,0.0,short,left,0.0,,,,-0.492192422,1.0,0.0,0.0,,Mi.Carter,SHOTGUN,"1 RB, 2 TE, 2 WR",ANGLE,COVER_2,RB
115,2022_01_BAL_NYJ,59.0,2.0,10,5.0,,,,,left,end,-0.325931259,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
202,2022_01_BAL_NYJ,72.0,1.0,10,4.0,short,right,-4.0,8.0,,,0.075127482,1.0,0.0,1.0,,R.Bateman,SINGLEBACK,"2 RB, 1 TE, 2 WR",CROSS,COVER_3,WR
230,2022_01_BAL_NYJ,68.0,2.0,6,4.0,short,left,3.0,1.0,,,-0.105120291,1.0,0.0,1.0,,D.Duvernay,SHOTGUN,"2 RB, 1 TE, 2 WR",HITCH,COVER_4,WR
275,2022_01_BAL_NYJ,60.0,1.0,10,0.0,,,,,right,end,-0.529274165,0.0,0.0,0.0,K.Drake,,SHOTGUN,"2 RB, 2 TE, 1 WR",,,RB
301,2022_01_BAL_NYJ,60.0,2.0,10,8.0,short,left,2.0,6.0,,,0.4111318280920386,1.0,0.0,1.0,,D.Duvernay,EMPTY,"0 RB, 2 TE, 3 WR",OUT,COVER_3,WR
330,2022_01_BAL_NYJ,52.0,3.0,2,1.0,,,,,right,tackle,-1.866571852,0.0,0.0,0.0,K.Drake,,I_FORM,"2 RB, 2 TE, 1 WR",,,RB
391,2022_01_BAL_NYJ,89.0,1.0,10,-2.0,,,,,right,end,-1.058822302,0.0,0.0,0.0,Br.Hall,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
412,2022_01_BAL_NYJ,91.0,2.0,12,3.0,short,left,3.0,0.0,,,-0.17972556,1.0,0.0,1.0,,Br.Hall,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,COVER_3,RB
469,2022_01_BAL_NYJ,83.0,1.0,10,1.0,,,,,middle,,-0.60292974,0.0,0.0,0.0,Mi.Carter,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
490,2022_01_BAL_NYJ,82.0,2.0,9,0.0,,,,,left,guard,-0.752288276,0.0,0.0,0.0,Mi.Carter,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
511,2022_01_BAL_NYJ,82.0,3.0,9,0.0,deep,right,16.0,,,,-1.4236512,1.0,0.0,0.0,,C.Davis,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_1,WR
552,2022_01_BAL_NYJ,66.0,1.0,10,0.0,short,middle,11.0,,,,-0.547003814,1.0,0.0,0.0,,I.Likely,PISTOL,"2 RB, 2 TE, 1 WR",POST,COVER_3,TE
574,2022_01_BAL_NYJ,66.0,2.0,10,1.0,,,,,middle,,-0.82677959,0.0,0.0,0.0,M.Davis,,PISTOL,"2 RB, 2 TE, 1 WR",,,RB
595,2022_01_BAL_NYJ,65.0,3.0,9,0.0,short,right,5.0,,,,-1.207485142,1.0,0.0,0.0,,I.Likely,EMPTY,"1 RB, 2 TE, 2 WR",OUT,COVER_1,TE
636,2022_01_BAL_NYJ,83.0,1.0,10,24.0,deep,left,21.0,3.0,,,1.550977228442207,1.0,0.0,1.0,,E.Moore,SINGLEBACK,"1 RB, 2 TE, 2 WR",HITCH,COVER_2,WR
660,2022_01_BAL_NYJ,59.0,1.0,10,1.0,,,,,right,end,-0.742475949,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
697,2022_01_BAL_NYJ,68.0,1.0,19,0.0,short,middle,14.0,,,,-6.817973084,1.0,0.0,0.0,,L.Cager,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,COVER_4,TE
723,2022_01_BAL_NYJ,13.0,1.0,10,-1.0,,,,,left,tackle,-0.80613066,0.0,0.0,0.0,K.Drake,,PISTOL,"1 RB, 2 TE, 2 WR",,,RB
744,2022_01_BAL_NYJ,14.0,2.0,11,8.0,short,right,3.0,5.0,,,0.3297899584867991,1.0,0.0,1.0,,D.Robinson,SHOTGUN,"1 RB, 3 TE, 1 WR",OUT,COVER_4,WR
768,2022_01_BAL_NYJ,6.0,3.0,3,0.0,short,middle,0.0,,,,-1.439097169,1.0,0.0,0.0,,I.Likely,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT,COVER_0,TE
824,2022_01_BAL_NYJ,75.0,1.0,10,0.0,short,middle,0.0,,,,-0.55710075,1.0,0.0,0.0,,C.Davis,SINGLEBACK,"1 RB, 1 TE, 3 WR",CORNER,COVER_3,WR
846,2022_01_BAL_NYJ,75.0,2.0,10,0.0,short,left,-1.0,,,,-0.76859059,1.0,0.0,0.0,,Br.Hall,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN,COVER_1,RB
868,2022_01_BAL_NYJ,75.0,3.0,10,9.0,short,right,1.0,8.0,,,-0.118671763,1.0,0.0,1.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_3,WR
911,2022_01_BAL_NYJ,84.0,1.0,10,11.0,short,right,7.0,4.0,,,0.7274959539063275,1.0,0.0,1.0,,D.Robinson,SINGLEBACK,"2 RB, 1 TE, 2 WR",OUT,COVER_3,WR
959,2022_01_BAL_NYJ,71.0,2.0,8,3.0,,,,,middle,,-0.369019966,0.0,0.0,0.0,K.Drake,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
999,2022_01_BAL_NYJ,68.0,3.0,5,0.0,short,left,6.0,,,,-1.229024743,1.0,0.0,0.0,,R.Bateman,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT,COVER_4,WR
1051,2022_01_BAL_NYJ,71.0,1.0,10,15.0,short,left,15.0,0.0,,,0.8920996123924851,1.0,0.0,1.0,,C.Davis,SINGLEBACK,"1 RB, 2 TE, 2 WR",OUT,COVER_2,WR
1075,2022_01_BAL_NYJ,56.0,1.0,10,11.0,short,left,3.0,8.0,,,0.5748549560084939,1.0,0.0,1.0,,Mi.Carter,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT,COVER_2,RB
1099,2022_01_BAL_NYJ,45.0,1.0,10,4.0,,,,,left,tackle,-0.201148215,0.0,0.0,0.0,Br.Hall,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
1120,2022_01_BAL_NYJ,41.0,2.0,6,8.0,short,right,-4.0,12.0,,,0.8600272766780108,1.0,0.0,1.0,,Mi.Carter,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,COVER_3,RB
1144,2022_01_BAL_NYJ,33.0,1.0,10,0.0,,,,,middle,,-0.412672426,0.0,0.0,0.0,Br.Hall,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
1165,2022_01_BAL_NYJ,33.0,2.0,10,6.0,short,right,-3.0,9.0,,,0.0165319272782653,1.0,0.0,1.0,,B.Berrios,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_4,WR
1194,2022_01_BAL_NYJ,27.0,3.0,4,0.0,short,right,8.0,,,,-1.589448046,1.0,0.0,0.0,,E.Moore,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_1,WR
1236,2022_01_BAL_NYJ,65.0,1.0,10,5.0,short,right,5.0,0.0,,,0.1374168386682868,1.0,0.0,1.0,,M.Andrews,PISTOL,"2 RB, 1 TE, 2 WR",OUT,COVER_3,TE
1260,2022_01_BAL_NYJ,60.0,2.0,5,11.0,short,middle,10.0,1.0,,,0.99698742502369,1.0,0.0,1.0,,M.Andrews,PISTOL,"2 RB, 1 TE, 2 WR",HITCH,COVER_3,TE
1337,2022_01_BAL_NYJ,51.0,3.0,12,0.0,deep,middle,50.0,,,,-1.233911121,1.0,0.0,0.0,,R.Bateman,SHOTGUN,"1 RB, 2 TE, 2 WR",GO,COVER_4,WR
1378,2022_01_BAL_NYJ,89.0,1.0,10,14.0,,,,,right,end,0.9527401409577578,0.0,0.0,0.0,Br.Hall,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
1399,2022_01_BAL_NYJ,75.0,1.0,10,5.0,short,left,1.0,4.0,,,-0.07708187,1.0,0.0,1.0,,Mi.Carter,SINGLEBACK,"1 RB, 2 TE, 2 WR",OUT,COVER_4,RB
1445,2022_01_BAL_NYJ,70.0,2.0,5,6.0,short,right,-4.0,10.0,,,0.6072852527722716,1.0,0.0,1.0,,Br.Hall,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,COVER_1,RB
1516,2022_01_BAL_NYJ,71.0,3.0,17,0.0,short,right,3.0,,,,-0.815760656,1.0,0.0,0.0,,T.Conklin,EMPTY,"0 RB, 2 TE, 3 WR",FLAT,COVER_3,TE
1596,2022_01_BAL_NYJ,30.0,1.0,10,0.0,deep,right,27.0,,,,-0.396996079,1.0,0.0,0.0,,M.Andrews,PISTOL,"2 RB, 2 TE, 1 WR",CROSS,COVER_3,TE
1642,2022_01_BAL_NYJ,25.0,3.0,5,25.0,deep,right,25.0,0.0,,,3.902999356156215,1.0,1.0,1.0,,D.Duvernay,SHOTGUN,"1 RB, 2 TE, 2 WR",GO,COVER_1,WR
1696,2022_01_BAL_NYJ,75.0,1.0,10,5.0,,,,,right,guard,0.107008677907288,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
1717,2022_01_BAL_NYJ,70.0,2.0,5,22.0,,,,,middle,,1.4016973210964352,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
1738,2022_01_BAL_NYJ,48.0,1.0,10,3.0,short,right,-5.0,8.0,,,-0.176929563,1.0,0.0,1.0,,B.Berrios,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_3,WR
1779,2022_01_BAL_NYJ,45.0,2.0,7,13.0,short,left,5.0,8.0,,,1.1994694196619091,1.0,0.0,1.0,,B.Berrios,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_3,WR
1803,2022_01_BAL_NYJ,32.0,1.0,10,5.0,,,,,left,tackle,-0.289439859,0.0,0.0,0.0,Br.Hall,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
1841,2022_01_BAL_NYJ,27.0,2.0,5,0.0,,,,,middle,,-1.615063663,0.0,0.0,0.0,Mi.Carter,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
1879,2022_01_BAL_NYJ,27.0,3.0,5,2.0,short,right,6.0,-4.0,,,0.6638030123285135,1.0,0.0,1.0,,T.Conklin,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_0,TE
2049,2022_01_BAL_NYJ,75.0,1.0,10,2.0,,,,,right,guard,-0.46415756,0.0,0.0,0.0,K.Drake,,I_FORM,"2 RB, 2 TE, 1 WR",,,RB
2139,2022_01_BAL_NYJ,64.0,2.0,9,0.0,deep,right,31.0,,,,-0.835419127,1.0,0.0,0.0,,M.Andrews,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,COVER_3,TE
2161,2022_01_BAL_NYJ,64.0,3.0,9,0.0,short,middle,5.0,,,,-1.403828047,1.0,0.0,0.0,,R.Bateman,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,COVER_4,WR
2219,2022_01_BAL_NYJ,85.0,2.0,15,0.0,short,right,-6.0,6.0,,,-0.836791909,1.0,0.0,1.0,,Mi.Carter,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,COVER_3,RB
2243,2022_01_BAL_NYJ,85.0,3.0,15,9.0,short,left,-3.0,12.0,,,-0.268760051,1.0,0.0,1.0,,Mi.Carter,EMPTY,"1 RB, 1 TE, 3 WR",FLAT,COVER_2,RB
2285,2022_01_BAL_NYJ,44.0,1.0,10,15.0,short,left,-3.0,18.0,,,1.0874003960052503,1.0,0.0,1.0,,K.Drake,SINGLEBACK,"2 RB, 1 TE, 2 WR",SCREEN,COVER_3,RB
2340,2022_01_BAL_NYJ,23.0,2.0,4,6.0,,,,,right,tackle,0.4663582858629524,0.0,0.0,0.0,K.Drake,,I_FORM,"2 RB, 2 TE, 1 WR",,,RB
2361,2022_01_BAL_NYJ,17.0,1.0,10,-1.0,,,,,left,end,-0.819105063,0.0,0.0,0.0,K.Drake,,PISTOL,"1 RB, 1 TE, 3 WR",,,RB
2406,2022_01_BAL_NYJ,17.0,3.0,10,17.0,deep,middle,17.0,0.0,,,3.4322074534138665,1.0,1.0,1.0,,D.Duvernay,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,COVER_4,WR
2457,2022_01_BAL_NYJ,75.0,1.0,10,1.0,,,,,left,tackle,-0.563372159,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
2478,2022_01_BAL_NYJ,74.0,2.0,9,0.0,deep,right,16.0,,,,-0.765841366,1.0,0.0,0.0,,E.Moore,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,COVER_3,WR
2530,2022_01_BAL_NYJ,69.0,1.0,10,2.0,,,,,middle,,-0.398071151,0.0,0.0,0.0,Br.Hall,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
2551,2022_01_BAL_NYJ,67.0,2.0,8,6.0,,,,,middle,,0.2628572480753064,0.0,0.0,0.0,Mi.Carter,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
2572,2022_01_BAL_NYJ,61.0,3.0,2,0.0,short,middle,11.0,,,,-1.779091658,1.0,0.0,0.0,,C.Davis,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,COVER_1,WR
2613,2022_01_BAL_NYJ,88.0,1.0,10,0.0,short,left,-1.0,,,,-0.596230835,1.0,0.0,0.0,,D.Robinson,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,COVER_6,WR
2635,2022_01_BAL_NYJ,88.0,2.0,10,15.0,short,right,10.0,5.0,,,1.550125630106777,1.0,0.0,1.0,,M.Andrews,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,COVER_3,TE
2659,2022_01_BAL_NYJ,73.0,1.0,10,8.0,,,,,right,tackle,0.5086730900220573,0.0,0.0,0.0,K.Drake,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
2680,2022_01_BAL_NYJ,65.0,2.0,2,10.0,,,,,middle,,0.6893798371311277,0.0,0.0,0.0,M.Davis,,I_FORM,"2 RB, 2 TE, 1 WR",,,RB
2712,2022_01_BAL_NYJ,55.0,1.0,10,55.0,deep,middle,51.0,4.0,,,4.835881934,1.0,1.0,1.0,,R.Bateman,SHOTGUN,"2 RB, 1 TE, 2 WR",POST,COVER_4,WR
2791,2022_01_BAL_NYJ,91.0,1.0,10,17.0,short,left,13.0,4.0,,,1.0829677302390337,1.0,0.0,1.0,,C.Davis,SHOTGUN,"2 RB, 1 TE, 2 WR",IN,COVER_3,WR
2803,2022_01_BAL_NYJ,74.0,1.0,10,8.0,short,left,1.0,7.0,,,0.5168392457999289,1.0,0.0,1.0,,E.Moore,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS,COVER_4,WR
3037,2022_01_BAL_NYJ,66.0,2.0,2,2.0,short,left,1.0,1.0,,,0.1277788104489445,1.0,0.0,1.0,,Mi.Carter,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_3,RB
2844,2022_01_BAL_NYJ,64.0,1.0,10,0.0,short,middle,4.0,,,,-0.499975071,1.0,0.0,0.0,,Br.Hall,SINGLEBACK,"1 RB, 1 TE, 3 WR",ANGLE,COVER_3,RB
2866,2022_01_BAL_NYJ,64.0,2.0,10,12.0,short,middle,12.0,0.0,,,1.2018411653116343,1.0,0.0,1.0,,C.Davis,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_1,WR
2891,2022_01_BAL_NYJ,52.0,1.0,10,12.0,short,right,12.0,0.0,,,0.6611436167731881,1.0,0.0,1.0,,B.Berrios,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_3,WR
2934,2022_01_BAL_NYJ,40.0,1.0,10,15.0,short,middle,15.0,0.0,,,0.961494799,1.0,0.0,1.0,,G.Wilson,SINGLEBACK,"1 RB, 1 TE, 3 WR",IN,COVER_1,WR
2963,2022_01_BAL_NYJ,25.0,1.0,10,3.0,short,middle,3.0,0.0,,,-0.12189942,1.0,0.0,1.0,,B.Berrios,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,COVER_4,WR
2987,2022_01_BAL_NYJ,22.0,2.0,7,6.0,short,middle,3.0,3.0,,,-4.426478812,1.0,0.0,1.0,,Br.Hall,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,COVER_3,RB
3026,2022_01_BAL_NYJ,85.0,1.0,10,8.0,,,,,left,guard,0.5686490791849792,0.0,0.0,0.0,K.Drake,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
3115,2022_01_BAL_NYJ,87.0,2.0,12,4.0,short,right,3.0,1.0,,,-0.042808202,1.0,0.0,1.0,,M.Andrews,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,COVER_3,TE
3139,2022_01_BAL_NYJ,83.0,3.0,8,17.0,short,right,13.0,4.0,,,2.3692263360135257,1.0,0.0,1.0,,M.Andrews,EMPTY,"1 RB, 2 TE, 2 WR",CROSS,COVER_1,TE
3163,2022_01_BAL_NYJ,66.0,1.0,10,4.0,,,,,right,guard,-0.117821536,0.0,0.0,0.0,K.Drake,,I_FORM,"2 RB, 2 TE, 1 WR",,,RB
3206,2022_01_BAL_NYJ,62.0,3.0,6,0.0,short,left,3.0,,,,-1.237096516,1.0,0.0,0.0,,I.Likely,SHOTGUN,"1 RB, 2 TE, 2 WR",CROSS,COVER_1,TE
3253,2022_01_BAL_NYJ,68.0,1.0,10,17.0,deep,middle,17.0,0.0,,,1.0036171744577589,1.0,0.0,1.0,,C.Davis,EMPTY,"1 RB, 1 TE, 3 WR",POST,COVER_4,WR
3277,2022_01_BAL_NYJ,51.0,1.0,10,0.0,short,right,-3.0,,,,-0.505332788,1.0,0.0,0.0,,T.Conklin,EMPTY,"1 RB, 1 TE, 3 WR",FLAT,COVER_4,TE
3299,2022_01_BAL_NYJ,51.0,2.0,10,6.0,short,left,3.0,3.0,,,-0.006283564,1.0,0.0,1.0,,T.Conklin,EMPTY,"1 RB, 1 TE, 3 WR",HITCH,COVER_0,TE
3323,2022_01_BAL_NYJ,45.0,3.0,4,8.0,short,right,2.0,6.0,,,1.3673518688883632,1.0,0.0,1.0,,E.Moore,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_1,WR
3352,2022_01_BAL_NYJ,37.0,1.0,10,0.0,short,right,-5.0,,,,-0.467212126,1.0,0.0,0.0,,T.Conklin,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_6,TE
3374,2022_01_BAL_NYJ,37.0,2.0,10,9.0,short,left,-1.0,10.0,,,0.5883268937468529,1.0,0.0,1.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,COVER_1,WR
3419,2022_01_BAL_NYJ,28.0,4.0,1,7.0,short,right,7.0,0.0,,,2.097658418,1.0,0.0,1.0,,C.Davis,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS,COVER_0,WR
3475,2022_01_BAL_NYJ,31.0,1.0,20,9.0,short,right,9.0,0.0,,,0.4205049019074067,1.0,0.0,1.0,,C.Davis,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_3,WR
3503,2022_01_BAL_NYJ,22.0,2.0,11,5.0,short,right,4.0,1.0,,,-0.02093944,1.0,0.0,1.0,,T.Conklin,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_3,TE
3527,2022_01_BAL_NYJ,17.0,3.0,6,3.0,short,left,2.0,1.0,,,-0.832881442,1.0,0.0,1.0,,Br.Hall,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2_MAN,RB
3551,2022_01_BAL_NYJ,14.0,4.0,3,4.0,short,left,4.0,0.0,,,2.1394849335192703,1.0,0.0,1.0,,E.Moore,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_4,WR
3575,2022_01_BAL_NYJ,10.0,1.0,10,0.0,short,right,10.0,,,,-0.427314212,1.0,0.0,0.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,COVER_1,WR
3601,2022_01_BAL_NYJ,10.0,2.0,10,4.0,short,left,3.0,1.0,,,-0.464671536,1.0,0.0,1.0,,Br.Hall,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,COVER_2,RB
3647,2022_01_BAL_NYJ,6.0,4.0,6,0.0,short,left,4.0,,,,-2.789324592,1.0,0.0,0.0,,Mi.Carter,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_1,RB
3742,2022_01_BAL_NYJ,90.0,2.0,7,1.0,,,,,left,end,-0.102046699,0.0,0.0,0.0,K.Drake,,SINGLEBACK,"2 RB, 1 TE, 2 WR",,,RB
3763,2022_01_BAL_NYJ,89.0,3.0,6,0.0,deep,left,32.0,,,,-2.000758486,1.0,0.0,0.0,,D.Robinson,SHOTGUN,"1 RB, 3 TE, 1 WR",GO,COVER_4,WR
3789,2022_01_BAL_NYJ,43.0,1.0,10,0.0,short,right,4.0,,,,-0.395199656,1.0,0.0,0.0,,Br.Hall,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_6,RB
3811,2022_01_BAL_NYJ,43.0,2.0,10,16.0,short,right,1.0,15.0,,,1.4602227626601234,1.0,0.0,1.0,,Br.Hall,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,COVER_3,RB
3835,2022_01_BAL_NYJ,27.0,1.0,10,5.0,short,left,5.0,0.0,,,0.3430529928882606,1.0,0.0,1.0,,E.Moore,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,COVER_4,WR
3864,2022_01_BAL_NYJ,22.0,2.0,5,0.0,short,right,12.0,,,,-0.455502388,1.0,0.0,0.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,COVER_4,WR
3933,2022_01_BAL_NYJ,17.0,1.0,10,5.0,short,middle,3.0,2.0,,,0.1673942671332042,1.0,0.0,1.0,,Mi.Carter,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_4,RB
3957,2022_01_BAL_NYJ,12.0,2.0,5,0.0,short,middle,12.0,,,,-0.619574851,1.0,0.0,0.0,,C.Davis,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_0,WR
3979,2022_01_BAL_NYJ,12.0,3.0,5,0.0,short,right,0.0,,,,-1.214574172,1.0,0.0,0.0,,B.Berrios,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_1,WR
4047,2022_01_BAL_NYJ,22.0,4.0,15,19.0,deep,right,18.0,1.0,,,3.5459944492031354,1.0,0.0,1.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_4,WR
4071,2022_01_BAL_NYJ,3.0,1.0,3,0.0,short,right,3.0,,,,-0.426494382,1.0,0.0,0.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,COVER_1,WR
4093,2022_01_BAL_NYJ,3.0,2.0,3,0.0,short,right,2.0,,,,-0.856477315,1.0,0.0,0.0,,G.Wilson,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_1,WR
4115,2022_01_BAL_NYJ,3.0,3.0,3,3.0,short,right,3.0,0.0,,,2.312390898296144,1.0,1.0,1.0,,T.Conklin,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,COVER_4,TE
56,2022_01_BUF_LA,75.0,1.0,10,6.0,short,right,5.0,1.0,,,0.2178421104326844,1.0,0.0,1.0,,S.Diggs,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_6,WR
101,2022_01_BUF_LA,62.0,1.0,10,7.0,,,,,right,end,0.449644862441346,0.0,0.0,0.0,D.Singletary,,I_FORM,"2 RB, 1 TE, 2 WR",,,RB
122,2022_01_BUF_LA,55.0,2.0,3,6.0,short,right,-3.0,9.0,,,0.5109394358005375,1.0,0.0,1.0,,D.Singletary,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,COVER_3,RB
146,2022_01_BUF_LA,49.0,1.0,10,2.0,,,,,left,tackle,-0.434645395,0.0,0.0,0.0,D.Singletary,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
167,2022_01_BUF_LA,47.0,2.0,8,12.0,short,middle,6.0,6.0,,,1.3480648626573384,1.0,0.0,1.0,,S.Diggs,EMPTY,"1 RB, 1 TE, 3 WR",SLANT,COVER_3,WR
191,2022_01_BUF_LA,35.0,1.0,10,1.0,,,,,right,end,-0.590365699,0.0,0.0,0.0,Z.Moss,,SINGLEBACK,"2 RB, 1 TE, 2 WR",,,RB
212,2022_01_BUF_LA,34.0,2.0,9,8.0,short,right,6.0,2.0,,,0.7696048180805519,1.0,0.0,1.0,,Z.Moss,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,COVER_1,RB
236,2022_01_BUF_LA,26.0,3.0,1,26.0,short,right,15.0,11.0,,,3.1304111616918817,1.0,1.0,1.0,,G.Davis,I_FORM,"2 RB, 2 TE, 1 WR",CORNER,COVER_3,WR
299,2022_01_BUF_LA,83.0,1.0,10,5.0,,,,,middle,,-0.190116307,0.0,0.0,0.0,D.Henderson,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
343,2022_01_BUF_LA,83.0,2.0,10,2.0,,,,,middle,,-0.724307159,0.0,0.0,0.0,D.Henderson,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
364,2022_01_BUF_LA,81.0,3.0,8,23.0,deep,right,22.0,1.0,,,2.876524613937363,1.0,0.0,1.0,,C.Kupp,SHOTGUN,"1 RB, 1 TE, 3 WR",CORNER,COVER_6,WR
393,2022_01_BUF_LA,58.0,1.0,10,1.0,,,,,right,guard,-0.456691827,0.0,0.0,0.0,D.Henderson,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
414,2022_01_BUF_LA,57.0,2.0,9,10.0,short,right,-3.0,13.0,,,1.1473276112228632,1.0,0.0,1.0,,T.Higbee,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN,COVER_4,TE
438,2022_01_BUF_LA,47.0,1.0,10,4.0,short,left,-1.0,5.0,,,-0.312563574,1.0,0.0,1.0,,B.Skowronek,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS,COVER_2,WR
486,2022_01_BUF_LA,51.0,3.0,14,6.0,short,right,6.0,0.0,,,-0.902344595,1.0,0.0,1.0,,C.Kupp,EMPTY,"1 RB, 1 TE, 3 WR",GO,COVER_3,WR
529,2022_01_BUF_LA,91.0,1.0,10,7.0,,,,,right,guard,0.3077173714991659,0.0,0.0,0.0,D.Singletary,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
569,2022_01_BUF_LA,85.0,3.0,4,10.0,short,right,8.0,2.0,,,1.7581615932285786,1.0,0.0,1.0,,S.Diggs,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_3,WR
617,2022_01_BUF_LA,64.0,1.0,10,12.0,short,left,12.0,0.0,,,0.7983864201232791,1.0,0.0,1.0,,I.McKenzie,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,COVER_3,WR
