play_id,game_id,yardline_100,down,ydstogo,yards_gained,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,epa,pass_attempt,touchdown,complete_pass,rusher,receiver,offense_formation,offense_personnel,route,defense_coverage_type,involved_player_position
716,2021_01_ARI_TEN,75.0,1.0,10,2.0,,,,,left,end,-0.483267964,0.0,0.0,0.0,D.Henry,,I_FORM,"2 RB, 2 TE, 1 WR",,,RB
737,2021_01_ARI_TEN,73.0,2.0,8,7.0,,,,,left,tackle,-1.822097914,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"2 RB, 2 TE, 1 WR",,,RB
816,2021_01_ARI_TEN,65.0,1.0,10,4.0,,,,,left,end,-0.044034799,0.0,0.0,0.0,C.Edmonds,,WILDCAT,"2 RB, 2 TE, 1 WR",,,RB
839,2021_01_ARI_TEN,61.0,2.0,6,3.0,short,left,3.0,0.0,,,-0.376883017,1.0,0.0,1.0,,D.Hopkins,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_3,WR
863,2021_01_ARI_TEN,58.0,3.0,3,0.0,short,right,3.0,,,,-1.676421273,1.0,0.0,0.0,,A.Green,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_1,WR
930,2021_01_ARI_TEN,86.0,2.0,16,4.0,short,left,4.0,0.0,,,-0.472422538,1.0,0.0,1.0,,C.Rogers,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_6,WR
1011,2021_01_ARI_TEN,68.0,1.0,10,-1.0,,,,,left,tackle,-0.90972738,0.0,0.0,0.0,D.Henry,,I_FORM,"2 RB, 1 TE, 2 WR",,,RB
1032,2021_01_ARI_TEN,69.0,2.0,11,2.0,,,,,right,tackle,-0.557045331,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"2 RB, 1 TE, 2 WR",,,RB
1128,2021_01_ARI_TEN,72.0,2.0,12,10.0,short,left,10.0,0.0,,,0.7908500342164189,1.0,0.0,1.0,,D.Hopkins,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_1,WR
1185,2021_01_ARI_TEN,45.0,1.0,10,3.0,,,,,middle,,-0.39460284,0.0,0.0,0.0,J.Conner,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
1206,2021_01_ARI_TEN,42.0,2.0,7,10.0,,,,,left,end,1.084555377601646,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
1230,2021_01_ARI_TEN,32.0,1.0,10,3.0,short,right,-1.0,4.0,,,-0.186455642,1.0,0.0,1.0,,C.Kirk,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN,COVER_4,WR
1254,2021_01_ARI_TEN,29.0,2.0,7,7.0,,,,,left,guard,0.8900341975968331,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
1323,2021_01_ARI_TEN,25.0,1.0,13,8.0,,,,,middle,,0.728644913,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
1344,2021_01_ARI_TEN,17.0,2.0,5,17.0,short,left,4.0,13.0,,,2.454536820470821,1.0,1.0,1.0,,D.Hopkins,EMPTY,"1 RB, 1 TE, 3 WR",SLANT,COVER_0,WR
1409,2021_01_ARI_TEN,75.0,1.0,10,0.0,short,left,0.0,,,,-0.569987953,1.0,0.0,0.0,,A.Brown,SINGLEBACK,"1 RB, 1 TE, 3 WR",SCREEN,COVER_1,WR
1431,2021_01_ARI_TEN,75.0,2.0,10,12.0,short,left,9.0,3.0,,,1.189248590962961,1.0,0.0,1.0,,A.Brown,EMPTY,"1 RB, 1 TE, 3 WR",SLANT,COVER_3,WR
1455,2021_01_ARI_TEN,63.0,1.0,10,2.0,,,,,left,tackle,-0.524448788,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
1476,2021_01_ARI_TEN,61.0,2.0,8,11.0,short,right,6.0,5.0,,,1.1599689088761806,1.0,0.0,1.0,,A.Firkser,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_2,TE
1505,2021_01_ARI_TEN,50.0,1.0,10,39.0,deep,right,24.0,15.0,,,2.338539710501209,1.0,0.0,1.0,,C.Rogers,SINGLEBACK,"1 RB, 1 TE, 3 WR",GO,COVER_1,WR
1540,2021_01_ARI_TEN,11.0,1.0,10,0.0,short,middle,11.0,,,,-0.43508227,1.0,0.0,0.0,,J.Jones,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_1,WR
1562,2021_01_ARI_TEN,11.0,2.0,10,0.0,short,middle,11.0,,,,-0.717187921,1.0,0.0,0.0,,G.Swaim,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,COVER_0,TE
1584,2021_01_ARI_TEN,11.0,3.0,10,10.0,short,left,7.0,3.0,,,2.6278897520387545,1.0,0.0,1.0,,N.Westbrook-Ikhine,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,COVER_4,WR
1608,2021_01_ARI_TEN,1.0,1.0,1,0.0,,,,,left,guard,-0.291238683,0.0,0.0,0.0,D.Henry,,I_FORM,"6 OL, 2 RB, 2 TE, 0 WR",,,RB
1629,2021_01_ARI_TEN,1.0,2.0,1,0.0,,,,,left,guard,-0.462451904,0.0,0.0,0.0,D.Henry,,I_FORM,"6 OL, 2 RB, 2 TE, 0 WR",,,RB
1703,2021_01_ARI_TEN,75.0,1.0,10,0.0,deep,right,22.0,,,,-0.484571046,1.0,0.0,0.0,,M.Williams,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_2,WR
1725,2021_01_ARI_TEN,75.0,2.0,10,0.0,short,right,11.0,,,,-0.61943233,1.0,0.0,0.0,,A.Green,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,COVER_2,WR
1747,2021_01_ARI_TEN,75.0,3.0,10,18.0,deep,left,17.0,1.0,,,2.203471365384757,1.0,0.0,1.0,,R.Moore,EMPTY,"1 RB, 0 TE, 4 WR",HITCH,COVER_3,WR
1771,2021_01_ARI_TEN,57.0,1.0,10,4.0,,,,,middle,,-0.180518609,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
1813,2021_01_ARI_TEN,45.0,1.0,10,0.0,,,,,left,tackle,-0.706570932,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 2 TE, 2 WR",,,RB
1834,2021_01_ARI_TEN,45.0,2.0,10,4.0,short,right,4.0,0.0,,,-0.220213222,1.0,0.0,1.0,,A.Green,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_3,WR
1858,2021_01_ARI_TEN,41.0,3.0,6,22.0,deep,right,20.0,2.0,,,2.305323414620944,1.0,0.0,1.0,,C.Kirk,EMPTY,"1 RB, 0 TE, 4 WR",CROSS,COVER_1,WR
1882,2021_01_ARI_TEN,19.0,1.0,10,0.0,,,,,left,guard,-0.405828316,0.0,0.0,0.0,J.Conner,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
1920,2021_01_ARI_TEN,19.0,2.0,10,3.0,short,left,-2.0,5.0,,,1.2253853514848745,1.0,0.0,1.0,,C.Edmonds,EMPTY,"1 RB, 0 TE, 4 WR",SCREEN,COVER_0,RB
1955,2021_01_ARI_TEN,8.0,1.0,8,6.0,,,,,right,end,0.5210648586507887,0.0,0.0,0.0,J.Conner,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
2050,2021_01_ARI_TEN,75.0,1.0,10,9.0,short,middle,5.0,4.0,,,0.122979582985863,1.0,0.0,1.0,,J.Jones,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,COVER_1,WR
2119,2021_01_ARI_TEN,41.0,2.0,1,4.0,short,right,4.0,0.0,,,0.2127254790684674,1.0,0.0,1.0,,A.Firkser,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_2,TE
2148,2021_01_ARI_TEN,37.0,1.0,10,4.0,short,left,4.0,0.0,,,0.1123602640873286,1.0,0.0,1.0,,A.Firkser,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_0,TE
2222,2021_01_ARI_TEN,28.0,2.0,1,0.0,short,left,13.0,,,,-0.204264052,1.0,0.0,0.0,,J.Jones,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2_MAN,WR
2244,2021_01_ARI_TEN,28.0,3.0,1,0.0,deep,right,28.0,,,,-0.333845828,1.0,0.0,0.0,,A.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_3,WR
2287,2021_01_ARI_TEN,64.0,1.0,10,12.0,short,left,-3.0,15.0,,,0.1108271300035994,1.0,0.0,1.0,,R.Moore,EMPTY,"1 RB, 0 TE, 4 WR",SCREEN,PREVENT,WR
2345,2021_01_ARI_TEN,52.0,1.0,10,0.0,short,left,14.0,,,,-0.071724972,1.0,0.0,0.0,,D.Hopkins,SHOTGUN,"1 RB, 0 TE, 4 WR",OUT,COVER_2,WR
2367,2021_01_ARI_TEN,52.0,2.0,10,36.0,short,middle,0.0,36.0,,,-0.21326726,1.0,0.0,1.0,,C.Edmonds,SHOTGUN,"1 RB, 0 TE, 4 WR",ANGLE,PREVENT,RB
2444,2021_01_ARI_TEN,84.0,1.0,10,4.0,,,,,middle,,-0.146910208,0.0,0.0,0.0,C.Edmonds,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
2465,2021_01_ARI_TEN,80.0,2.0,6,3.0,short,right,-6.0,9.0,,,-0.373123672,1.0,0.0,1.0,,C.Edmonds,SHOTGUN,"1 RB, 2 TE, 2 WR",FLAT,COVER_4,RB
2503,2021_01_ARI_TEN,77.0,3.0,3,0.0,deep,left,21.0,,,,-3.799779841,1.0,0.0,0.0,,D.Harris,SHOTGUN,"1 RB, 2 TE, 2 WR",CROSS,COVER_1,WR
2529,2021_01_ARI_TEN,32.0,1.0,10,19.0,short,left,14.0,5.0,,,1.127694198046811,1.0,0.0,1.0,,A.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_4,WR
2553,2021_01_ARI_TEN,13.0,1.0,10,13.0,short,middle,13.0,0.0,,,1.7036234216066075,1.0,1.0,1.0,,A.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,COVER_1,WR
2609,2021_01_ARI_TEN,75.0,1.0,10,29.0,short,left,-4.0,33.0,,,1.9412358771078289,1.0,0.0,1.0,,R.Moore,SHOTGUN,"1 RB, 2 TE, 2 WR",SCREEN,COVER_3,WR
2633,2021_01_ARI_TEN,46.0,1.0,10,3.0,,,,,left,guard,-0.400398368,0.0,0.0,0.0,C.Edmonds,,PISTOL,"1 RB, 2 TE, 2 WR",,,RB
2654,2021_01_ARI_TEN,43.0,2.0,7,10.0,short,left,7.0,3.0,,,1.244526368798688,1.0,0.0,1.0,,D.Hopkins,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,COVER_3,WR
2690,2021_01_ARI_TEN,33.0,1.0,10,7.0,,,,,middle,,0.4211818220792338,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
2716,2021_01_ARI_TEN,26.0,2.0,3,0.0,short,right,-1.0,,,,-0.812203705,1.0,0.0,0.0,,D.Harris,SINGLEBACK,"1 RB, 2 TE, 2 WR",CROSS,COVER_1,WR
2766,2021_01_ARI_TEN,26.0,3.0,3,26.0,deep,right,26.0,0.0,,,3.718600628664717,1.0,1.0,1.0,,C.Kirk,SHOTGUN,"1 RB, 1 TE, 3 WR",CORNER,COVER_1,WR
2856,2021_01_ARI_TEN,80.0,1.0,15,9.0,short,middle,7.0,2.0,,,0.686473892,1.0,0.0,1.0,,C.Rogers,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_3,WR
2880,2021_01_ARI_TEN,71.0,2.0,6,1.0,,,,,right,tackle,-0.728242776,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
2901,2021_01_ARI_TEN,70.0,3.0,5,0.0,deep,middle,23.0,,,,-2.941654664,1.0,0.0,0.0,,J.Jones,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,COVER_1,WR
2927,2021_01_ARI_TEN,53.0,1.0,10,0.0,deep,left,18.0,,,,-0.550314576,1.0,0.0,0.0,,D.Hopkins,SHOTGUN,"1 RB, 2 TE, 2 WR",CORNER,COVER_3,WR
2949,2021_01_ARI_TEN,53.0,2.0,10,0.0,short,right,10.0,,,,-0.951406955,1.0,0.0,0.0,,A.Green,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT,COVER_1,WR
3020,2021_01_ARI_TEN,90.0,1.0,10,19.0,,,,,right,tackle,1.353760265,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
3041,2021_01_ARI_TEN,71.0,1.0,10,4.0,,,,,middle,,-0.180673171,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
3062,2021_01_ARI_TEN,67.0,2.0,6,8.0,,,,,left,guard,0.850098317,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
3106,2021_01_ARI_TEN,64.0,1.0,15,8.0,,,,,right,tackle,0.3089692529756576,0.0,0.0,0.0,D.Henry,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
3127,2021_01_ARI_TEN,56.0,2.0,7,-1.0,,,,,left,end,-0.937193356,0.0,0.0,0.0,D.Henry,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
3177,2021_01_ARI_TEN,33.0,1.0,10,16.0,,,,,left,end,1.2228362107998691,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
3203,2021_01_ARI_TEN,17.0,1.0,10,4.0,,,,,left,guard,-0.106073538,0.0,0.0,0.0,J.Conner,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
3224,2021_01_ARI_TEN,13.0,2.0,6,2.0,,,,,left,guard,-0.426642757,0.0,0.0,0.0,J.Conner,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
3245,2021_01_ARI_TEN,11.0,3.0,4,11.0,short,right,11.0,0.0,,,2.8899179520085454,1.0,1.0,1.0,,C.Kirk,SHOTGUN,"1 RB, 0 TE, 4 WR",GO,COVER_1,WR
3310,2021_01_ARI_TEN,75.0,1.0,10,0.0,short,middle,10.0,,,,-0.556139966,1.0,0.0,0.0,,C.Rogers,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,2_MAN,WR
3332,2021_01_ARI_TEN,75.0,2.0,10,4.0,,,,,middle,,-0.294511613,0.0,0.0,0.0,D.Henry,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
3353,2021_01_ARI_TEN,71.0,3.0,6,10.0,short,left,10.0,0.0,,,1.678987634833902,1.0,0.0,1.0,,J.Jones,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_6,WR
3377,2021_01_ARI_TEN,61.0,1.0,10,7.0,,,,,left,guard,0.3280685027129948,0.0,0.0,0.0,D.Henry,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
3398,2021_01_ARI_TEN,54.0,2.0,3,0.0,short,right,7.0,,,,-0.813409525,1.0,0.0,0.0,,A.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_3,WR
3420,2021_01_ARI_TEN,54.0,3.0,3,5.0,short,right,3.0,2.0,,,1.0378397409804163,1.0,0.0,1.0,,A.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,COVER_1,WR
3444,2021_01_ARI_TEN,49.0,1.0,10,0.0,short,middle,9.0,,,,-0.482401076,1.0,0.0,0.0,,N.Westbrook-Ikhine,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,COVER_0,WR
3466,2021_01_ARI_TEN,49.0,2.0,10,0.0,short,left,4.0,,,,-0.824896124,1.0,0.0,0.0,,D.Henry,EMPTY,"1 RB, 1 TE, 3 WR",HITCH,COVER_2,RB
3488,2021_01_ARI_TEN,49.0,3.0,10,0.0,short,middle,3.0,,,,-1.26649334,1.0,0.0,0.0,,A.Firkser,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,COVER_3,TE
3546,2021_01_ARI_TEN,43.0,1.0,10,6.0,,,,,middle,,0.3518020885530859,0.0,0.0,0.0,C.Edmonds,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
3586,2021_01_ARI_TEN,37.0,2.0,4,1.0,,,,,right,guard,-0.431564465,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"1 RB, 2 TE, 2 WR",,,RB
3624,2021_01_ARI_TEN,36.0,3.0,3,5.0,,,,,left,tackle,1.1563728753244504,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
3645,2021_01_ARI_TEN,31.0,1.0,10,3.0,,,,,right,end,-0.159891118,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 2 TE, 2 WR",,,RB
3666,2021_01_ARI_TEN,28.0,2.0,7,2.0,,,,,right,tackle,-0.318950531,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 2 TE, 2 WR",,,RB
3687,2021_01_ARI_TEN,26.0,3.0,5,1.0,,,,,left,end,-1.123468317,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 0 TE, 4 WR",,,RB
3728,2021_01_ARI_TEN,67.0,1.0,10,10.0,short,middle,4.0,6.0,,,0.352776816,1.0,0.0,1.0,,J.Jones,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,COVER_3,WR
3752,2021_01_ARI_TEN,57.0,1.0,10,8.0,short,left,-3.0,11.0,,,0.1886276332661509,1.0,0.0,1.0,,D.Henry,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,COVER_6,RB
3776,2021_01_ARI_TEN,49.0,2.0,2,10.0,short,right,6.0,4.0,,,0.5258611608296633,1.0,0.0,1.0,,C.Rogers,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_0,WR
3804,2021_01_ARI_TEN,39.0,1.0,10,8.0,short,middle,3.0,5.0,,,0.4007656055036932,1.0,0.0,1.0,,D.Henry,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,COVER_2,RB
3871,2021_01_ARI_TEN,34.0,4.0,5,0.0,short,right,9.0,,,,-2.137465138,1.0,0.0,0.0,,A.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_1,WR
3893,2021_01_ARI_TEN,66.0,1.0,10,2.0,,,,,left,end,-0.249223029,0.0,0.0,0.0,C.Edmonds,,SHOTGUN,"2 RB, 1 TE, 2 WR",,,RB
3919,2021_01_ARI_TEN,64.0,2.0,8,9.0,short,middle,-2.0,11.0,,,0.956415469,1.0,0.0,1.0,,R.Moore,SHOTGUN,"1 RB, 2 TE, 2 WR",ANGLE,COVER_3,WR
3943,2021_01_ARI_TEN,55.0,1.0,10,6.0,,,,,middle,,0.1904847625410184,0.0,0.0,0.0,J.Conner,,PISTOL,"1 RB, 2 TE, 2 WR",,,RB
3987,2021_01_ARI_TEN,54.0,2.0,9,8.0,,,,,middle,,0.7986067242454737,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 1 TE, 3 WR",,,RB
4008,2021_01_ARI_TEN,46.0,3.0,1,2.0,,,,,middle,,0.3711284041637555,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 2 TE, 2 WR",,,RB
4029,2021_01_ARI_TEN,44.0,1.0,10,1.0,,,,,right,guard,-0.77286109,0.0,0.0,0.0,J.Conner,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
4050,2021_01_ARI_TEN,43.0,2.0,9,1.0,,,,,left,end,-0.19850719,0.0,0.0,0.0,J.Conner,,SHOTGUN,"1 RB, 0 TE, 4 WR",,,RB
55,2021_01_BAL_LV,75.0,1.0,10,0.0,short,right,6.0,,,,-0.734108326,1.0,0.0,0.0,,D.Waller,SHOTGUN,"2 RB, 1 TE, 2 WR",HITCH,COVER_0,TE
127,2021_01_BAL_LV,35.0,1.0,10,-1.0,,,,,right,guard,-0.907550659,0.0,0.0,0.0,K.Drake,,SINGLEBACK,"1 RB, 2 TE, 2 WR",,,RB
169,2021_01_BAL_LV,34.0,3.0,9,13.0,short,middle,7.0,6.0,,,2.237393880961463,1.0,0.0,1.0,,D.Waller,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT,COVER_4,TE
193,2021_01_BAL_LV,21.0,1.0,10,3.0,,,,,right,tackle,-1.055850869,0.0,0.0,0.0,J.Jacobs,,I_FORM,"2 RB, 1 TE, 2 WR",,,RB
228,2021_01_BAL_LV,28.0,1.0,17,0.0,deep,left,24.0,,,,-0.504910278,1.0,0.0,0.0,,H.Renfrow,EMPTY,"1 RB, 3 TE, 1 WR",GO,COVER_1,WR
250,2021_01_BAL_LV,28.0,2.0,17,0.0,short,left,6.0,,,,-0.658749655,1.0,0.0,0.0,,J.Jacobs,EMPTY,"1 RB, 3 TE, 1 WR",HITCH,COVER_3,RB
323,2021_01_BAL_LV,92.0,1.0,10,3.0,,,,,left,end,-0.200518293,0.0,0.0,0.0,T.Williams,,SINGLEBACK,"1 RB, 1 TE, 3 WR",,,RB
383,2021_01_BAL_LV,71.0,1.0,10,2.0,short,left,-5.0,7.0,,,-0.534052519,1.0,0.0,1.0,,T.Williams,PISTOL,"2 RB, 2 TE, 1 WR",FLAT,COVER_3,RB
428,2021_01_BAL_LV,67.0,3.0,6,8.0,short,left,7.0,1.0,,,1.6319310069084167,1.0,0.0,1.0,,S.Watkins,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,COVER_3,WR
475,2021_01_BAL_LV,64.0,1.0,15,0.0,short,middle,8.0,,,,-0.608508951,1.0,0.0,0.0,,M.Andrews,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,COVER_3,TE
562,2021_01_BAL_LV,76.0,1.0,10,0.0,deep,right,23.0,,,,-0.606170598,1.0,0.0,0.0,,D.Waller,SINGLEBACK,"1 RB, 2 TE, 2 WR",GO,COVER_3,TE
590,2021_01_BAL_LV,76.0,2.0,10,0.0,deep,right,35.0,,,,-0.804608157,1.0,0.0,0.0,,D.Waller,SHOTGUN,"1 RB, 2 TE, 2 WR",GO,COVER_3,TE
612,2021_01_BAL_LV,76.0,3.0,10,0.0,deep,middle,20.0,,,,-1.516988684,1.0,0.0,0.0,,D.Waller,SHOTGUN,"1 RB, 2 TE, 2 WR",IN,COVER_4,TE
668,2021_01_BAL_LV,65.0,1.0,10,0.0,short,right,-2.0,2.0,,,-0.572943219,1.0,0.0,1.0,,M.Brown,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,COVER_3,WR
692,2021_01_BAL_LV,65.0,2.0,10,21.0,short,left,2.0,19.0,,,1.990620122291148,1.0,0.0,1.0,,T.Williams,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,COVER_3,RB
716,2021_01_BAL_LV,44.0,1.0,10,3.0,,,,,right,guard,-0.208290157,0.0,0.0,0.0,T.Williams,,PISTOL,"6 OL, 2 RB, 1 TE, 1 WR",,,RB
737,2021_01_BAL_LV,41.0,2.0,7,0.0,short,middle,5.0,,,,-0.888659647,1.0,0.0,0.0,,S.Watkins,PISTOL,"2 RB, 0 TE, 3 WR",HITCH,COVER_3,WR
759,2021_01_BAL_LV,41.0,3.0,7,6.0,short,right,6.0,0.0,,,0.083530731,1.0,0.0,1.0,,M.Andrews,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,COVER_4,TE
783,2021_01_BAL_LV,35.0,4.0,1,35.0,,,,,middle,,5.008027086500078,0.0,1.0,0.0,T.Williams,,PISTOL,"6 OL, 2 RB, 1 TE, 1 WR",,,RB
838,2021_01_BAL_LV,85.0,1.0,10,13.0,,,,,right,tackle,0.7486085700802505,0.0,0.0,0.0,J.Jacobs,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
859,2021_01_BAL_LV,72.0,1.0,10,0.0,,,,,right,guard,-0.631723241,0.0,0.0,0.0,J.Jacobs,,SINGLEBACK,"1 RB, 3 TE, 1 WR",,,RB
880,2021_01_BAL_LV,72.0,2.0,10,0.0,short,right,13.0,,,,-0.803624763,1.0,0.0,0.0,,D.Waller,SHOTGUN,"1 RB, 3 TE, 1 WR",IN,COVER_1,TE
902,2021_01_BAL_LV,72.0,3.0,10,0.0,short,middle,12.0,,,,-1.488692063,1.0,0.0,0.0,,D.Waller,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,COVER_1,TE
