play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route,season,receiver_position
592,2023_02_CLE_PIT,3.0,16,25,0,1,407,1307,3107,-4,2,3,CLE,PIT,1,0,1,short,left,13,E.Moore,,0,-0.403651317,0,-0.039587826,0,0.20913104014471173,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
711,2023_02_CLE_PIT,3.0,18,75,0,1,308,1208,3008,4,3,2,PIT,CLE,1,0,1,short,right,-4,J.Warren,19,15,0.19001746410503983,1,0.018576264,1,-1.502698383,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,RB
807,2023_02_CLE_PIT,3.0,4,89,0,1,176,1076,2876,-4,2,3,CLE,PIT,1,0,1,deep,right,17,A.Cooper,0,17,1.9291420290246606,1,0.0460006,1,1.9291420290246606,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",GO,2023,WR
911,2023_02_CLE_PIT,3.0,1,43,0,1,32,932,2732,-4,2,3,CLE,PIT,0,0,1,short,left,7,E.Moore,,0,-1.682553119,0,-0.036411256,0,1.0427981227403507,CLE,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT,2023,WR
1163,2023_02_CLE_PIT,2.0,7,20,0,2,900,900,2700,-4,2,3,CLE,PIT,1,0,1,short,middle,11,A.Cooper,1,12,1.2738080325652845,1,0.047241062,1,0.9966264023678377,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,WR
1216,2023_02_CLE_PIT,2.0,3,3,1,2,849,849,2649,-4,2,3,CLE,PIT,1,0,1,short,right,3,J.Ford,0,3,1.4379162509576418,1,0.036092345,1,1.4379162509576418,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,RB
1304,2023_02_CLE_PIT,1.0,10,75,0,2,842,842,2642,-4,3,2,PIT,CLE,1,0,1,short,middle,5,A.Robinson,0,5,0.012160928454250097,1,0.001737088,1,0.012160928454250097,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,WR
1351,2023_02_CLE_PIT,3.0,3,68,0,2,767,767,2567,-4,3,2,PIT,CLE,1,0,1,short,left,0,J.Warren,30,30,2.493410648079589,1,0.097973228,1,-1.522514157,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,RB
1407,2023_02_CLE_PIT,2.0,12,40,0,2,699,699,2499,-4,3,2,PIT,CLE,1,0,1,short,left,4,C.Austin,,0,-0.908984734,0,-0.032352328,0,-0.155564143,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SHALLOW CROSS/DRAG,2023,WR
1435,2023_02_CLE_PIT,3.0,12,40,0,2,694,694,2494,-4,3,2,PIT,CLE,1,0,1,deep,left,18,C.Austin,,0,-1.471480396,0,-0.033955604,0,2.9110729527892545,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,WR
1478,2023_02_CLE_PIT,1.0,10,91,0,2,675,675,2475,4,2,3,CLE,PIT,1,0,1,short,middle,4,H.Bryant,,0,-0.521322495,0,-0.020075381,0,-0.167673639,CLE,PISTOL,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",WHEEL,2023,TE
1539,2023_02_CLE_PIT,3.0,12,93,0,2,651,651,2451,4,2,3,CLE,PIT,1,0,1,short,right,3,J.Ford,,0,-0.719851039,0,-0.036857665,0,-0.399201311,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL,2023,RB
1615,2023_02_CLE_PIT,2.0,5,34,0,2,600,600,2400,-4,3,2,PIT,CLE,1,0,1,short,left,-3,N.Harris,3,0,-0.678319011,0,-0.032648325,1,-1.150779817,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",WHEEL,2023,RB
1640,2023_02_CLE_PIT,3.0,5,34,0,2,558,558,2358,-4,3,2,PIT,CLE,1,0,1,short,middle,12,G.Pickens,,0,-1.829916017,0,-0.045640856,0,1.7422540682600811,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,WR
1743,2023_02_CLE_PIT,3.0,7,72,0,2,475,475,2275,1,2,3,CLE,PIT,1,0,1,deep,left,27,E.Moore,,0,-1.106231729,0,-0.047047853,0,2.7898460277356207,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",GO,2023,WR
1815,2023_02_CLE_PIT,2.0,10,82,0,2,424,424,2224,-1,3,2,PIT,CLE,0,0,1,short,left,-4,N.Harris,,0,-0.619579079,0,-0.025773406,0,-1.300142647,PIT,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,RB
1838,2023_02_CLE_PIT,3.0,10,82,0,2,419,419,2219,-1,3,2,PIT,CLE,1,0,1,short,middle,1,J.Warren,10,11,1.776890875538811,1,0.050794661,1,-1.045344487,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,RB
1863,2023_02_CLE_PIT,1.0,10,71,0,2,376,376,2176,-1,3,2,PIT,CLE,1,0,1,deep,middle,16,G.Pickens,55,71,5.571599559159949,1,0.1414244886677889,1,0.9497960112057626,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,WR
1945,2023_02_CLE_PIT,1.0,10,75,0,2,365,365,2165,-5,2,3,CLE,PIT,1,0,1,short,middle,15,A.Cooper,,0,-0.488548838,0,-0.015696347,0,0.8903638089541346,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,WR
1990,2023_02_CLE_PIT,3.0,11,76,0,2,322,322,2122,-5,2,3,CLE,PIT,1,0,1,short,right,12,E.Moore,,0,-0.732189866,0,-0.030479938,0,2.1551631689071655,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",DEEP OUT,2023,WR
2044,2023_02_CLE_PIT,1.0,10,53,0,2,308,308,2108,5,3,2,PIT,CLE,1,0,1,short,left,-3,P.Freiermuth,5,2,-0.573690476,0,0.001750827,1,-1.016927591,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,TE
2091,2023_02_CLE_PIT,3.0,8,51,0,2,229,229,2029,5,3,2,PIT,CLE,1,0,1,short,right,10,C.Austin,0,10,1.700430893106386,1,0.043899417,1,1.700430893106386,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
2116,2023_02_CLE_PIT,1.0,10,41,0,2,190,190,1990,5,3,2,PIT,CLE,1,0,1,short,right,-5,J.Warren,,0,-0.448903468,0,-0.010073006,0,-1.008787525,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SWING,2023,RB
2139,2023_02_CLE_PIT,2.0,10,41,0,2,183,183,1983,5,3,2,PIT,CLE,1,0,1,short,right,10,G.Pickens,,0,-0.600944488,0,-0.020585358,0,1.018816303811036,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,WR
2162,2023_02_CLE_PIT,3.0,10,41,0,2,180,180,1980,5,3,2,PIT,CLE,1,0,1,short,left,13,G.Pickens,,0,-1.425242484,0,-0.023455679,0,1.7634738582419232,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
2253,2023_02_CLE_PIT,1.0,20,85,0,2,138,138,1938,-5,2,3,CLE,PIT,1,0,1,short,right,1,D.Njoku,28,29,1.5810801172628999,1,0.07245487,1,-0.382508067,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,TE
2278,2023_02_CLE_PIT,1.0,10,56,0,2,120,120,1920,-5,2,3,CLE,PIT,1,0,1,short,left,10,A.Cooper,,0,-0.405139201,0,-0.016305089,0,0.5960513047175482,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SHALLOW CROSS/DRAG,2023,WR
2308,2023_02_CLE_PIT,2.0,10,56,0,2,115,115,1915,-5,2,3,CLE,PIT,1,0,1,short,right,0,J.Ford,8,8,0.4193071649642661,1,0.019358426332473755,1,-0.486285547,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,RB
2551,2023_02_CLE_PIT,1.0,10,75,0,3,900,1800,1800,2,3,3,PIT,CLE,0,0,1,short,right,6,N.Harris,,0,-0.676347102,0,-0.016148865,0,0.15548797696828842,PIT,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT,2023,RB
2574,2023_02_CLE_PIT,2.0,10,75,0,3,894,1794,1794,2,3,3,PIT,CLE,0,0,1,deep,left,31,C.Austin,,0,-0.739512987,0,-0.031589091,0,2.5390188463497907,PIT,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",GO,2023,WR
2597,2023_02_CLE_PIT,3.0,10,75,0,3,887,1787,1787,2,3,3,PIT,CLE,1,0,1,deep,middle,19,G.Pickens,6,25,3.0136234497185796,1,0.091564059,1,2.6607902904506773,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,WR
2698,2023_02_CLE_PIT,2.0,10,39,0,3,745,1645,1645,2,3,3,PIT,CLE,1,0,1,short,right,4,G.Pickens,4,8,0.4069896145956591,1,-0.004651666,1,-0.387210417,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
2723,2023_02_CLE_PIT,3.0,2,31,0,3,715,1615,1615,2,3,3,PIT,CLE,1,0,1,short,right,6,G.Pickens,,0,-2.290362244,0,-0.055126905,0,1.0322561161592603,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT,2023,WR
2789,2023_02_CLE_PIT,1.0,10,75,0,3,707,1607,1607,-5,3,3,CLE,PIT,1,0,1,short,middle,4,D.Njoku,1,5,0.004648056,1,-0.001995862,1,-0.060055811,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,TE
2932,2023_02_CLE_PIT,1.0,10,75,0,3,601,1501,1501,-3,3,3,PIT,CLE,1,0,1,short,left,0,G.Pickens,,0,-0.602280323,0,-0.019150913,0,-0.608163555,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT,2023,WR
2955,2023_02_CLE_PIT,2.0,10,75,0,3,598,1498,1498,-3,3,3,PIT,CLE,1,0,1,deep,right,19,G.Pickens,4,23,2.1142006230074912,1,0.059582442,1,1.8278610676061362,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",DEEP OUT,2023,WR
3028,2023_02_CLE_PIT,3.0,16,58,0,3,501,1401,1401,-3,3,3,PIT,CLE,1,0,1,short,right,-3,J.Warren,13,10,-0.524998636,0,0.015027254819869995,1,-1.345250343,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,RB
3154,2023_02_CLE_PIT,2.0,10,63,0,3,395,1295,1295,3,3,3,CLE,PIT,1,0,1,short,middle,7,A.Cooper,0,7,0.09002967,1,0.008321285,1,0.09002967,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT,2023,WR
3179,2023_02_CLE_PIT,3.0,3,56,0,3,351,1251,1251,3,3,3,CLE,PIT,1,0,1,short,left,4,Dav.Bell,1,5,1.267816764768213,1,0.057399511,1,1.231687102932483,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",QUICK OUT,2023,WR
3265,2023_02_CLE_PIT,3.0,25,66,0,3,291,1191,1191,3,3,3,CLE,PIT,1,0,1,short,middle,1,J.Ford,13,14,-0.362425511,0,0.013815224170684814,1,-0.870552956,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",TEXAS/ANGLE,2023,RB
3406,2023_02_CLE_PIT,3.0,9,41,0,3,84,984,984,-3,3,3,PIT,CLE,1,0,1,short,middle,0,J.Warren,,0,-1.579418027,0,-0.037635952,0,-1.785000074,PIT,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,RB
3509,2023_02_CLE_PIT,2.0,8,97,0,3,35,935,935,3,2,3,CLE,PIT,1,0,1,short,left,0,J.Akins,2,2,-0.281902035,0,-0.01155287,1,-0.675560046,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",QUICK OUT,2023,TE
3554,2023_02_CLE_PIT,3.0,6,95,0,4,900,900,900,3,2,2,CLE,PIT,1,0,1,deep,left,18,A.Cooper,0,18,2.227278455509804,1,0.053357422,1,2.227278455509804,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",GO,2023,WR
3640,2023_02_CLE_PIT,2.0,10,77,0,4,840,840,840,3,2,2,CLE,PIT,0,0,1,deep,middle,20,A.Cooper,3,23,2.2114645570982248,1,0.058810055,1,1.945748363621533,CLE,SHOTGUN,"1 C, 3 G, 1 QB, 1 RB, 2 T, 1 TE, 2 WR",IN/DIG,2023,WR
3826,2023_02_CLE_PIT,3.0,26,59,0,4,646,646,646,3,2,2,CLE,PIT,1,0,1,short,middle,7,D.Njoku,6,13,-2.426481595,0,-0.09957093,1,-0.532388054,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT,2023,TE
3981,2023_02_CLE_PIT,2.0,13,97,0,4,504,504,504,3,2,2,CLE,PIT,1,0,1,deep,left,29,A.Cooper,,0,-0.662970362,0,-0.035501599,0,2.7575410222634673,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",GO,2023,WR
4004,2023_02_CLE_PIT,3.0,13,97,0,4,498,498,498,3,2,2,CLE,PIT,1,0,1,deep,left,16,E.Moore,0,16,2.772836316959001,1,0.1518094539642334,1,2.772836316959001,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,WR
4169,2023_02_CLE_PIT,1.0,10,64,0,4,337,337,337,-4,2,2,CLE,PIT,1,0,1,short,middle,5,P.Strong,,0,-0.440472748,0,-0.027959228,0,-0.032315609,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",IN/DIG,2023,RB
4371,2023_02_CLE_PIT,1.0,15,80,0,4,175,175,175,-4,1,2,CLE,PIT,1,0,1,short,right,0,Dav.Bell,8,8,0.027363473,1,0.025202319025993347,1,-0.406513438,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",SCREEN,2023,WR
4401,2023_02_CLE_PIT,2.0,7,72,0,4,169,169,169,-4,1,2,CLE,PIT,1,0,1,short,left,5,A.Cooper,3,8,0.8978943886468187,1,0.031914234,1,0.2411965128267184,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",HITCH/CURL,2023,WR
4431,2023_02_CLE_PIT,1.0,10,64,0,4,164,164,164,-4,1,2,CLE,PIT,1,1,1,short,right,12,E.Moore,2,14,0.7822273343917914,1,0.027236402,1,0.6329532703384757,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",HITCH/CURL,2023,WR
4478,2023_02_CLE_PIT,2.0,7,47,0,4,120,120,120,-4,1,2,CLE,PIT,1,0,1,short,left,12,E.Moore,,0,-0.463360226,0,-0.049477756,0,0.8887162350583822,CLE,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",WHEEL,2023,WR
111,2023_02_GB_ATL,2.0,7,28,0,1,849,1749,3549,0,3,3,GB,ATL,1,0,1,deep,left,17,L.Musgrave,,0,-0.668815086,0,-0.032633007,0,1.2680618781596422,GB,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SHALLOW CROSS/DRAG,2023,TE
158,2023_02_GB_ATL,3.0,12,33,0,1,846,1746,3546,0,3,3,GB,ATL,1,0,1,short,left,3,J.Reed,,0,-1.168746939,0,-0.043159395,0,-0.738845596,GB,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,WR
229,2023_02_GB_ATL,1.0,10,80,0,1,834,1734,3534,0,3,3,ATL,GB,1,0,1,short,right,-1,D.London,10,9,1.0032163043506444,1,0.026257216930389404,1,-0.927583907,ATL,PISTOL,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",SCREEN,2023,WR
283,2023_02_GB_ATL,1.0,10,64,0,1,759,1659,3459,0,3,3,ATL,GB,1,0,1,deep,middle,22,J.Smith,,0,-4.189434304,0,-0.095344573,0,1.2193162806797773,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,TE
430,2023_02_GB_ATL,2.0,7,70,0,1,607,1507,3307,0,3,3,ATL,GB,1,0,1,short,right,0,B.Robinson,,0,-0.796455062,0,-0.025044143,0,-0.796455062,ATL,PISTOL,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",QUICK OUT,2023,RB
453,2023_02_GB_ATL,3.0,7,70,0,1,601,1501,3301,0,3,3,ATL,GB,1,0,1,short,middle,10,J.Smith,7,17,2.355092266,1,0.061349392,1,1.8267502002418041,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,TE
522,2023_02_GB_ATL,1.0,10,41,0,1,481,1381,3181,0,3,3,ATL,GB,1,0,1,short,left,14,K.Pitts,,0,-0.530565347,0,-0.013940156,0,0.9319215106079355,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",GO,2023,TE
545,2023_02_GB_ATL,2.0,10,41,0,1,476,1376,3176,0,3,3,ATL,GB,0,0,1,short,right,0,J.Smith,7,7,0.046201739,1,0.019045770168304443,1,-0.854977761,ATL,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT,2023,TE
597,2023_02_GB_ATL,1.0,10,29,0,1,399,1299,3099,0,3,3,ATL,GB,0,0,1,short,middle,7,K.Pitts,2,9,0.7194253964116797,1,0.014566123485565186,1,0.41360355308279395,ATL,UNDER CENTER,"1 C, 1 FB, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 1 WR",QUICK OUT,2023,TE
622,2023_02_GB_ATL,2.0,1,20,0,1,357,1257,3057,0,3,3,ATL,GB,1,0,1,short,right,-3,B.Robinson,12,9,0.27240413177059963,1,-0.00383091,1,-1.013007532,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",SCREEN,2023,RB
713,2023_02_GB_ATL,1.0,1,1,1,1,280,1180,2980,0,3,3,ATL,GB,1,0,1,short,right,1,K.Pitts,,0,-0.212569641,0,-0.008478165,0,0.43906044276081957,ATL,PISTOL,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",QUICK OUT,2023,TE
758,2023_02_GB_ATL,3.0,1,1,1,1,239,1139,2939,0,3,3,ATL,GB,0,0,1,short,middle,1,J.Smith,,0,-1.005870118,0,-0.031572819,0,1.0184135106392205,ATL,UNDER CENTER,"1 C, 1 FB, 2 G, 1 QB, 1 RB, 2 T, 3 TE",SHALLOW CROSS/DRAG,2023,TE
855,2023_02_GB_ATL,1.0,10,84,0,1,226,1126,2926,-3,3,3,GB,ATL,0,0,1,short,middle,9,R.Doubs,6,15,0.8979606754146516,1,0.017074376344680786,1,0.8277571774087846,GB,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 3 T, 1 TE, 2 WR",IN/DIG,2023,WR
924,2023_02_GB_ATL,3.0,1,60,0,1,96,996,2796,-3,3,3,GB,ATL,1,0,1,short,right,1,L.Musgrave,16,17,1.4101712212432176,1,0.089175701,1,0.41489873942919075,GB,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",QUICK OUT,2023,TE
989,2023_02_GB_ATL,2.0,10,43,0,1,50,950,2750,-3,3,3,GB,ATL,1,0,1,short,left,10,J.Reed,,0,-0.863108621,0,-0.03111583,0,1.3389774987008423,GB,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,WR
1076,2023_02_GB_ATL,2.0,10,19,0,2,864,864,2664,-3,3,3,GB,ATL,1,0,1,short,middle,6,L.Musgrave,2,8,0.45257866935571656,1,0.018553972244262695,1,0.080902099,GB,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,TE
1123,2023_02_GB_ATL,1.0,9,9,1,2,820,820,2620,-3,3,2,GB,ATL,1,0,1,short,middle,-3,J.Reed,12,9,1.7484448489849456,1,0.048762008467243545,1,-0.911574159,GB,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SHALLOW CROSS/DRAG,2023,WR
1311,2023_02_GB_ATL,3.0,15,88,0,2,724,724,2524,-4,2,3,ATL,GB,1,1,1,deep,middle,22,D.London,0,22,3.246931639034301,1,0.084503055,1,3.246931639034301,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,WR
1358,2023_02_GB_ATL,1.0,10,47,0,2,638,638,2438,-4,2,3,ATL,GB,1,0,1,short,right,-1,B.Robinson,1,0,-0.502963333,0,-0.016862214,1,-0.877075819,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",QUICK OUT,2023,RB
1427,2023_02_GB_ATL,4.0,4,41,0,2,534,534,2334,-4,2,2,ATL,GB,1,0,1,short,left,6,D.London,,0,-2.80114119,0,-0.043620199,0,2.989707320695743,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 2 RB, 2 T, 2 TE, 1 WR",DEEP OUT,2023,WR
1457,2023_02_GB_ATL,1.0,10,59,0,2,531,531,2331,4,2,2,GB,ATL,0,0,1,short,left,4,A.Dillon,4,8,0.6042523230426013,1,0.045526624,1,-0.06800071,GB,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 3 T, 3 WR",QUICK OUT,2023,RB
1546,2023_02_GB_ATL,2.0,5,38,0,2,409,409,2209,4,2,2,GB,ATL,1,0,1,short,middle,6,D.Wicks,2,8,0.6689288667403162,1,0.009729564,1,0.5271186495665461,GB,PISTOL,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SLANT,2023,WR
1662,2023_02_GB_ATL,3.0,6,15,0,2,195,195,1995,4,2,2,GB,ATL,1,0,1,short,right,15,D.Wicks,,0,-1.142269785,0,-0.053947985,0,3.1331188424956053,GB,,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",GO,2023,WR
1728,2023_02_GB_ATL,1.0,10,75,0,2,186,186,1986,-7,2,2,ATL,GB,0,0,1,short,left,-1,D.London,6,5,0.16391705046407878,1,0.001596659,1,-0.742728137,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",SCREEN,2023,WR
1809,2023_02_GB_ATL,1.0,10,48,0,2,114,114,1914,-7,2,2,ATL,GB,1,1,1,short,right,8,M.Hollins,0,8,0.4611402159789577,1,0.026398152112960815,1,0.4611402159789577,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SLANT,2023,WR
1856,2023_02_GB_ATL,1.0,10,35,0,2,75,75,1875,-7,2,2,ATL,GB,1,1,1,short,right,5,K.Pitts,1,6,0.45491660793777555,1,0.022512376308441162,1,0.36030990816652775,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SHALLOW CROSS/DRAG,2023,TE
1959,2023_02_GB_ATL,1.0,10,13,0,2,25,25,1825,-7,1,2,ATL,GB,1,0,1,short,middle,9,J.Smith,1,10,0.5670910695043858,1,0.016663611,1,0.7191678105155006,ATL,PISTOL,"1 C, 2 G, 1 QB, 2 RB, 2 T, 2 TE, 1 WR",IN/DIG,2023,TE
1984,2023_02_GB_ATL,1.0,3,3,1,2,16,16,1816,-7,0,1,ATL,GB,1,0,1,short,left,3,D.London,0,3,1.8694037911482155,1,0.092674756,1,1.8694037911482155,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SLANT,2023,WR
2147,2023_02_GB_ATL,1.0,15,80,0,3,893,1793,1793,-1,3,3,ATL,GB,1,0,1,short,right,15,D.London,,0,-0.654985392,0,-0.014357686,0,1.344058841234073,ATL,PISTOL,"1 C, 2 G, 1 QB, 2 RB, 2 T, 2 TE, 1 WR",DEEP OUT,2023,WR
2170,2023_02_GB_ATL,2.0,15,80,0,3,887,1787,1787,-1,3,3,ATL,GB,1,0,1,short,left,5,M.Hollins,,0,-0.861430937,0,-0.03464523,0,0.046577931847423315,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT,2023,WR
2193,2023_02_GB_ATL,3.0,15,80,0,3,882,1782,1782,-1,3,3,ATL,GB,1,0,1,short,right,15,K.Pitts,,0,-1.155436099,0,-0.036982685,0,2.86015788,ATL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,TE
2307,2023_02_GB_ATL,2.0,8,53,0,3,750,1650,1650,1,3,3,GB,ATL,1,0,1,short,right,15,R.Doubs,0,15,1.571751608280465,1,0.07198602,1,1.571751608280465,GB,PISTOL,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",DEEP OUT,2023,WR
2395,2023_02_GB_ATL,1.0,10,32,0,3,639,1539,1539,1,3,3,GB,ATL,1,0,1,short,middle,15,D.Wicks,17,32,3.061107784626074,1,0.13026000702118634,1,1.0381666528992355,GB,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,WR
