play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route,season,receiver_position
77,2023_01_ARI_WAS,2.0,7,72,0,1,870,1770,3570,0,3,3,WAS,ARI,1,0,1,short,right,6,J.Dotson,0,6,0.7033076239749789,1,0.016366541385650635,1,0.7033076239749789,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
124,2023_01_ARI_WAS,1.0,10,64,0,1,796,1696,3496,0,3,3,WAS,ARI,1,0,1,short,middle,10,L.Thomas,,0,-0.521543907,0,-0.018036783,0,0.6210258980281651,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",IN/DIG,2023,TE
147,2023_01_ARI_WAS,2.0,10,64,0,1,792,1692,3492,0,3,3,WAS,ARI,0,0,1,short,middle,12,J.Dotson,0,12,1.1731545135844499,1,0.029910088,1,1.1731545135844499,WAS,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
172,2023_01_ARI_WAS,1.0,10,52,0,1,754,1654,3454,0,3,3,WAS,ARI,1,0,1,short,left,-4,C.Samuel,5,1,-0.515451501,0,-0.01791513,1,-1.110128953,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,WR
197,2023_01_ARI_WAS,2.0,9,51,0,1,716,1616,3416,0,3,3,WAS,ARI,1,0,1,short,left,3,L.Thomas,,0,-0.872005443,0,-0.035687566,0,-0.659084279,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,TE
220,2023_01_ARI_WAS,3.0,9,51,0,1,711,1611,3411,0,3,3,WAS,ARI,1,0,1,short,right,-3,C.Samuel,5,2,-1.430718563,0,-0.034684271,1,-1.842394338,WAS,,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,WR
332,2023_01_ARI_WAS,3.0,5,78,0,1,591,1491,3291,0,3,3,ARI,WAS,1,0,1,short,middle,6,Z.Ertz,0,6,1.6487792921252549,1,0.035908878,1,1.6487792921252549,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SLANT,2023,TE
380,2023_01_ARI_WAS,2.0,10,72,0,1,548,1448,3248,0,3,3,ARI,WAS,0,0,1,short,left,-4,Z.Ertz,1,-3,-1.215581027,0,-0.034438193,1,-1.498760675,ARI,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",SCREEN,2023,TE
526,2023_01_ARI_WAS,1.0,10,76,0,1,431,1331,3131,0,3,3,WAS,ARI,1,0,1,short,middle,4,L.Thomas,2,6,0.484836683,1,-0.000168681,1,0.028109929,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SLANT,2023,TE
699,2023_01_ARI_WAS,2.0,4,7,0,1,262,1162,2962,0,3,3,WAS,ARI,1,0,1,short,left,7,B.Robinson,0,7,1.590676628635265,1,0.018087786031288244,1,1.590676628635265,WAS,,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,RB
812,2023_01_ARI_WAS,1.0,10,42,0,1,181,1081,2881,-7,3,3,ARI,WAS,1,0,1,short,right,-6,J.Conner,5,-1,-0.925953985,0,-0.022693485,1,-1.332977408,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,RB
842,2023_01_ARI_WAS,2.0,11,43,0,1,136,1036,2836,-7,3,3,ARI,WAS,1,0,1,short,right,14,R.Moore,17,31,2.8097017878317274,1,0.06851086,1,1.888353536487557,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",WHEEL,2023,WR
883,2023_01_ARI_WAS,1.0,10,12,0,1,103,1003,2803,-7,2,3,ARI,WAS,1,0,1,short,middle,12,Z.Ertz,,0,-0.472697861,0,-0.013229579,0,2.1098187288152985,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",POST,2023,TE
935,2023_01_ARI_WAS,3.0,9,11,0,1,60,960,2760,-7,2,3,ARI,WAS,1,0,1,short,middle,8,Z.Ertz,,0,-0.795773633,0,-0.027944148,0,0.20700078853406012,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",IN/DIG,2023,TE
1140,2023_01_ARI_WAS,1.0,10,71,0,2,894,894,2694,4,3,2,WAS,ARI,0,0,1,short,left,9,J.Dotson,,0,-4.904357729,0,-0.124498338,0,0.7493872526101768,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",,2023,WR
1167,2023_01_ARI_WAS,1.0,10,37,0,2,886,886,2686,-4,2,3,ARI,WAS,1,0,1,short,middle,3,Z.Ertz,1,4,-0.064858504,0,-0.009888828,1,-0.331992556,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 3 TE, 1 WR",HITCH/CURL,2023,TE
1214,2023_01_ARI_WAS,3.0,9,36,0,2,814,814,2614,-4,2,3,ARI,WAS,1,0,1,short,left,10,M.Brown,,0,-0.982244675,0,-0.035133898,0,2.1428944636136293,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SLANT,2023,WR
1371,2023_01_ARI_WAS,3.0,2,56,0,2,647,647,2447,1,3,2,WAS,ARI,1,0,1,short,middle,15,T.McLaurin,4,19,1.642313018674031,1,0.043730021,1,1.4033604052383453,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",IN/DIG,2023,WR
1399,2023_01_ARI_WAS,1.0,10,37,0,2,610,610,2410,1,3,2,WAS,ARI,1,0,1,short,left,0,C.Samuel,1,1,-0.474221362,0,-0.014090657,1,-0.481117268,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,WR
1424,2023_01_ARI_WAS,2.0,9,36,0,2,576,576,2376,1,3,2,WAS,ARI,1,0,1,deep,right,16,C.Turner,1,17,1.498290884133894,1,0.040389538,1,1.438824392389506,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",IN/DIG,2023,TE
1620,2023_01_ARI_WAS,1.0,10,49,0,2,377,377,2177,1,3,2,WAS,ARI,1,0,1,short,left,5,T.McLaurin,7,12,0.7192315106512979,1,0.010221481323242188,1,0.072683999,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
1679,2023_01_ARI_WAS,2.0,10,37,0,2,311,311,2111,1,3,2,WAS,ARI,1,0,1,deep,middle,17,T.McLaurin,,0,-0.667900824,0,-0.030909002,0,1.4056893607485108,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",IN/DIG,2023,WR
1764,2023_01_ARI_WAS,2.0,6,84,0,2,227,227,2027,-1,2,3,ARI,WAS,0,0,1,short,middle,1,T.McBride,9,10,0.8752824711846188,1,0.021800637245178223,1,-0.460262313,ARI,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",QUICK OUT,2023,TE
1794,2023_01_ARI_WAS,1.0,10,74,0,2,193,193,1993,-1,2,3,ARI,WAS,0,0,1,short,left,13,T.McBride,0,13,0.7226734878495336,1,0.026752681,1,0.7226734878495336,ARI,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",IN/DIG,2023,TE
1848,2023_01_ARI_WAS,2.0,13,64,0,2,120,120,1920,-1,2,3,ARI,WAS,1,0,1,short,left,3,Z.Ertz,0,3,-0.083517944,0,-0.02561605,1,-0.083517944,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,TE
1988,2023_01_ARI_WAS,1.0,10,88,0,2,89,89,1889,1,1,2,WAS,ARI,1,0,1,short,middle,12,J.Dotson,2,14,0.2783884012605995,1,0.019927859,1,0.2753121342975646,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",IN/DIG,2023,WR
2013,2023_01_ARI_WAS,1.0,10,74,0,2,69,69,1869,1,1,2,WAS,ARI,1,1,1,short,left,7,T.McLaurin,,0,-0.265739127,0,-0.017809689,0,-0.011705495,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
2036,2023_01_ARI_WAS,2.0,10,74,0,2,65,65,1865,1,1,2,WAS,ARI,1,0,1,short,middle,6,L.Thomas,,0,-0.235681362,0,-0.026472032,0,-0.037611485,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SLANT,2023,TE
2135,2023_01_ARI_WAS,1.0,10,81,0,2,49,49,1849,-6,1,2,WAS,ARI,1,0,1,short,left,14,C.Samuel,4,18,0.469654608,1,0.027092784643173218,1,0.4499522552941926,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",DEEP OUT,2023,WR
2160,2023_01_ARI_WAS,1.0,10,63,0,2,30,30,1830,-6,1,2,WAS,ARI,1,1,1,deep,right,18,J.Dotson,,0,-0.22822425,0,-0.035760999,0,0.9776118202717043,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",DEEP OUT,2023,WR
2183,2023_01_ARI_WAS,2.0,10,63,0,2,25,25,1825,-6,1,2,WAS,ARI,1,0,1,short,left,14,L.Thomas,5,19,0.8119780547567643,1,0.003497601,1,0.7618571969214827,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",DEEP OUT,2023,TE
2208,2023_01_ARI_WAS,1.0,10,44,0,2,19,19,1819,-6,0,2,WAS,ARI,1,0,1,short,middle,11,C.Turner,,0,-0.271277554,0,-0.015951514,0,0.593023999,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,TE
2238,2023_01_ARI_WAS,2.0,10,44,0,2,14,14,1814,-6,0,2,WAS,ARI,1,0,1,deep,left,20,C.Samuel,12,32,1.9087218002532609,1,0.086555153,1,1.1591944113606587,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",DEEP OUT,2023,WR
2359,2023_01_ARI_WAS,1.0,10,75,0,3,900,1800,1800,3,3,3,ARI,WAS,1,0,1,short,left,11,M.Brown,0,11,0.8003679662942886,1,0.021084725856781006,1,0.8003679662942886,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",DEEP OUT,2023,WR
2421,2023_01_ARI_WAS,2.0,4,58,0,3,846,1746,1746,3,3,3,ARI,WAS,0,1,1,deep,right,16,Mi.Wilson,-1,15,1.108738571871072,1,0.047541559,1,1.2428845521062613,ARI,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",DEEP OUT,2023,WR
2447,2023_01_ARI_WAS,1.0,10,43,0,3,809,1709,1709,3,3,3,ARI,WAS,1,1,1,short,middle,4,Z.Ertz,1,5,0.15748044685460627,1,0.006192982,1,-0.042174369,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",SLANT,2023,TE
2472,2023_01_ARI_WAS,2.0,5,38,0,3,772,1672,1672,3,3,3,ARI,WAS,1,0,1,short,middle,14,Z.Ertz,,0,-0.862752491,0,-0.022410095,0,1.3689504706999287,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",POST,2023,TE
2495,2023_01_ARI_WAS,3.0,5,38,0,3,769,1669,1669,3,3,3,ARI,WAS,1,0,1,short,right,9,M.Brown,0,9,1.8337758776033297,1,0.031457126,1,1.8337758776033297,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SLANT,2023,WR
2520,2023_01_ARI_WAS,1.0,10,29,0,3,739,1639,1639,3,3,3,ARI,WAS,1,0,1,short,right,-5,J.Conner,16,11,0.730873192,1,0.038677514,1,-1.351741221,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,RB
2545,2023_01_ARI_WAS,1.0,10,18,0,3,701,1601,1601,3,3,3,ARI,WAS,1,0,1,short,left,-4,R.Moore,5,1,-0.506711055,0,-0.012906551,1,-1.135617507,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,WR
2570,2023_01_ARI_WAS,2.0,9,17,0,3,658,1558,1558,3,3,3,ARI,WAS,0,0,1,short,middle,-3,J.Conner,1,-2,-1.100682839,0,-0.032428265,1,-1.1528468,ARI,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,RB
2599,2023_01_ARI_WAS,3.0,11,19,0,3,616,1516,1516,3,3,3,ARI,WAS,1,0,1,short,left,10,M.Brown,,0,-0.578656332,0,-0.043602586,0,0.4944372259778902,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",DEEP OUT,2023,WR
2672,2023_01_ARI_WAS,1.0,10,75,0,3,609,1509,1509,-6,3,3,WAS,ARI,1,0,1,short,middle,5,L.Thomas,1,6,0.20331336464732885,1,0.003372937,1,0.011125373188406229,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,TE
2719,2023_01_ARI_WAS,1.0,10,64,0,3,544,1444,1444,-6,3,3,WAS,ARI,1,0,1,short,left,5,J.Dotson,0,5,-0.042333443,0,-0.010992914,1,-0.042333443,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
3003,2023_01_ARI_WAS,3.0,8,61,0,3,188,1088,1088,6,3,3,ARI,WAS,1,0,1,short,right,7,Z.Ertz,,0,-1.347219733,0,-0.029381156,0,-0.343203444,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,TE
3099,2023_01_ARI_WAS,1.0,20,85,0,3,147,1047,1047,-6,3,3,WAS,ARI,1,0,1,short,left,-4,B.Robinson,,0,-0.609958023,0,-0.019888982,0,-1.078889744,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,RB
3122,2023_01_ARI_WAS,2.0,20,85,0,3,142,1042,1042,-6,3,3,WAS,ARI,1,0,1,short,right,-3,L.Thomas,,0,-0.814800356,0,-0.021253645,0,-1.118118905,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",,2023,TE
3145,2023_01_ARI_WAS,3.0,20,85,0,3,139,1039,1039,-6,3,3,WAS,ARI,1,0,1,short,right,8,L.Thomas,4,12,-0.012830126,0,-0.021077439,1,-0.591134617,WAS,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,TE
3542,2023_01_ARI_WAS,2.0,11,76,0,4,674,674,674,-1,3,3,ARI,WAS,1,0,1,short,left,-2,J.Conner,0,-2,-0.981865675,0,-0.039773345,1,-0.981865675,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,RB
3567,2023_01_ARI_WAS,3.0,13,78,0,4,634,634,634,-1,3,3,ARI,WAS,1,0,1,short,right,-2,R.Moore,3,1,-0.78554047,0,-0.0452573,1,-0.990186845,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN,2023,WR
3676,2023_01_ARI_WAS,3.0,11,77,0,4,504,504,504,1,2,3,WAS,ARI,1,0,1,short,left,-4,A.Gibson,14,10,0.38347411272116005,1,0.095760226,1,-1.07092927,WAS,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,RB
3774,2023_01_ARI_WAS,1.0,10,79,0,4,457,457,457,-1,3,2,ARI,WAS,0,0,1,deep,left,33,Mi.Wilson,,0,-0.461896198,0,-0.020931453,0,1.9546238949988037,ARI,UNDER CENTER,"1 C, 1 G, 1 OLB, 1 QB, 1 RB, 3 T, 2 TE, 1 WR",GO,2023,WR
3890,2023_01_ARI_WAS,3.0,7,63,0,4,298,298,298,-1,3,2,ARI,WAS,1,0,1,short,right,8,M.Brown,0,8,1.4927235116483644,1,0.10874715447425842,1,1.4927235116483644,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
4101,2023_01_ARI_WAS,1.0,10,75,0,4,143,143,143,-4,3,2,ARI,WAS,1,0,1,short,left,4,Mi.Wilson,0,4,-0.147576411,0,-0.004112795,1,-0.147576411,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",HITCH/CURL,2023,WR
4182,2023_01_ARI_WAS,1.0,10,63,0,4,117,117,117,-4,3,2,ARI,WAS,1,0,1,short,left,0,J.Conner,2,2,-0.190791063,0,-0.024672925,1,-0.466532111,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,RB
4234,2023_01_ARI_WAS,3.0,16,69,0,4,82,82,82,-4,2,2,ARI,WAS,1,0,1,short,right,3,Z.Ertz,3,6,-0.324461082,0,-0.040287867,1,-0.363007134,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",QUICK OUT,2023,TE
4271,2023_01_ARI_WAS,4.0,10,63,0,4,75,75,75,-4,2,2,ARI,WAS,1,0,1,short,right,15,Mi.Wilson,,0,-2.571589707,0,-0.125505641,0,2.415887523384299,ARI,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",POST,2023,WR
58,2023_01_BUF_NYJ,1.0,10,75,0,1,900,1800,3600,0,3,3,BUF,NYJ,1,0,1,short,right,4,S.Diggs,3,7,0.4731291946955025,1,0.001023918,1,-0.09488748,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SLANT,2023,WR
152,2023_01_BUF_NYJ,3.0,5,58,0,1,759,1659,3459,0,3,3,BUF,NYJ,1,0,1,short,left,8,S.Diggs,,0,-1.517938908,0,-0.034980923,0,1.763385864906013,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT,2023,WR
299,2023_01_BUF_NYJ,2.0,20,67,0,1,656,1556,3356,0,3,3,NYJ,BUF,1,0,1,short,left,6,G.Wilson,1,7,-0.583605977,0,-0.024889469,1,-0.595462967,NYJ,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,WR
534,2023_01_BUF_NYJ,1.0,10,51,0,1,378,1278,3078,0,3,3,BUF,NYJ,1,1,1,short,left,-1,D.Knox,7,6,0.2863853892777115,1,-0.012322426,1,-0.75942514,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT,2023,TE
559,2023_01_BUF_NYJ,2.0,4,45,0,1,344,1244,3044,0,3,3,BUF,NYJ,1,1,1,short,right,11,S.Diggs,4,15,1.1066999948816374,1,0.063765734,1,0.7681175317848101,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SLANT,2023,WR
604,2023_01_BUF_NYJ,2.0,19,39,0,1,270,1170,2970,0,3,3,BUF,NYJ,1,0,1,short,right,1,D.Knox,3,4,-0.418273397,0,-0.01441589,1,-0.922439252,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SCREEN,2023,TE
779,2023_01_BUF_NYJ,2.0,15,83,0,1,178,1078,2878,-3,3,3,NYJ,BUF,1,0,1,short,left,4,D.Cook,0,4,-0.409326674,0,-0.027268469,1,-0.409326674,NYJ,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT,2023,RB
804,2023_01_BUF_NYJ,3.0,11,79,0,1,135,1035,2835,-3,3,3,NYJ,BUF,1,0,1,deep,right,19,A.Lazard,3,22,3.164993394399062,1,0.085907966,1,2.941127542639151,NYJ,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,WR
962,2023_01_BUF_NYJ,2.0,12,73,0,2,834,834,2634,3,3,3,BUF,NYJ,1,0,1,short,left,3,J.Cook,1,4,-0.21534648,0,0.006209791,1,-0.263316148,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,RB
1186,2023_01_BUF_NYJ,2.0,15,80,0,2,598,598,2398,0,3,3,BUF,NYJ,1,0,1,short,right,6,S.Diggs,12,18,1.880638997,1,0.062733024,1,0.046911049,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT,2023,WR
1216,2023_01_BUF_NYJ,1.0,10,62,0,2,561,561,2361,0,3,3,BUF,NYJ,1,1,1,short,middle,5,J.Cook,,0,-0.505768691,0,-0.01816082,0,0.1777336320374161,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",TEXAS/ANGLE,2023,RB
1239,2023_01_BUF_NYJ,2.0,10,62,0,2,556,556,2356,0,3,3,BUF,NYJ,1,1,1,short,left,4,D.Kincaid,4,8,0.44857659889385104,1,-0.002663046,1,-0.301184562,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,TE
1356,2023_01_BUF_NYJ,2.0,11,37,0,2,413,413,2213,0,3,3,BUF,NYJ,0,0,1,deep,right,18,G.Davis,8,26,2.2662347269360907,1,0.072080612,1,1.8543888356070966,BUF,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG,2023,WR
1381,2023_01_BUF_NYJ,1.0,10,11,0,2,373,373,2173,0,3,3,BUF,NYJ,1,0,1,short,left,0,S.Diggs,3,3,-0.125273933,0,-0.002445519,1,-0.442323234,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 2 TE, 3 WR",SCREEN,2023,WR
1428,2023_01_BUF_NYJ,3.0,4,5,0,2,291,291,2091,0,3,3,BUF,NYJ,1,0,1,short,right,5,S.Diggs,0,5,2.7097704806365073,1,0.054491316212887275,1,2.7097704806365073,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",DEEP OUT,2023,WR
1499,2023_01_BUF_NYJ,1.0,10,74,0,2,278,278,2078,-7,3,3,NYJ,BUF,0,0,1,short,left,-2,T.Conklin,4,2,-0.475218154,0,-0.009071648,1,-0.942588393,NYJ,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL,2023,TE
1589,2023_01_BUF_NYJ,1.0,10,50,0,2,188,188,1988,7,3,3,BUF,NYJ,1,0,1,short,left,-1,D.Kincaid,7,6,0.20774149970384315,1,0.006595314,1,-0.760291805,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN,2023,TE
1664,2023_01_BUF_NYJ,1.0,10,31,0,2,120,120,1920,7,3,3,BUF,NYJ,1,0,1,short,left,4,S.Diggs,2,6,0.3208671252359636,1,0.006180406,1,-0.185502296,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT,2023,WR
1701,2023_01_BUF_NYJ,2.0,4,25,0,2,84,84,1884,7,3,3,BUF,NYJ,1,0,1,short,left,3,D.Kincaid,0,3,0.009954036,1,0.008448005,1,0.009954036,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL,2023,TE
1775,2023_01_BUF_NYJ,2.0,13,23,0,2,34,34,1834,7,1,3,BUF,NYJ,1,0,1,deep,right,19,J.Cook,,0,-0.281842458,0,-0.008312166,0,2.073747010639636,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",WHEEL,2023,RB
1950,2023_01_BUF_NYJ,2.0,10,75,0,3,861,1761,1761,-10,3,3,NYJ,BUF,0,0,1,short,middle,3,Bre.Hall,,0,-0.810259703,0,-0.017418429,0,-0.556726764,NYJ,UNDER CENTER,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",HITCH/CURL,2023,RB
1973,2023_01_BUF_NYJ,3.0,10,75,0,3,857,1757,1757,-10,3,3,NYJ,BUF,1,0,1,short,middle,11,G.Wilson,1,12,2.209404092282057,1,0.052172706,1,2.183841618942097,NYJ,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG,2023,WR
1998,2023_01_BUF_NYJ,1.0,10,63,0,3,817,1717,1717,-10,3,3,NYJ,BUF,1,0,1,short,right,-6,D.Cook,13,7,0.37272408069111407,1,0.021454364,1,-1.296671174,NYJ,SHOTGUN,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",SWING,2023,RB
2028,2023_01_BUF_NYJ,2.0,3,56,0,3,790,1690,1690,-10,3,3,NYJ,BUF,1,0,1,short,right,-4,Bre.Hall,24,20,1.246863403939642,1,0.018443227,1,-1.473231377,NYJ,SHOTGUN,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",SCREEN,2023,RB
2281,2023_01_BUF_NYJ,2.0,11,76,0,3,499,1399,1399,7,3,3,BUF,NYJ,1,0,1,short,left,15,D.Knox,0,15,1.8736455859616399,1,0.056407392024993896,1,1.8736455859616399,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",DEEP OUT,2023,TE
2306,2023_01_BUF_NYJ,1.0,10,61,0,3,455,1355,1355,7,3,3,BUF,NYJ,1,0,1,short,left,-1,D.Kincaid,10,9,0.9125517993234098,1,0.02600044,1,-0.816777299,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 2 TE, 3 WR",QUICK OUT,2023,TE
2358,2023_01_BUF_NYJ,1.0,10,49,0,3,383,1283,1283,7,3,3,BUF,NYJ,1,0,1,short,right,-3,J.Cook,6,3,-0.268327844,0,-0.01080066,1,-0.981286736,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",SCREEN,2023,RB
